edit_history_tweet_ids,geo,created_at,text,neg,neu,pos,compound,overall_sentiment
['1595809457417916416'],,2022-11-24T15:59:58.000Z,RT @kuasasiswa: Buat pengetahuan macai-macai yang kata aku tak pernah lukis atau tak berani lukis muka Anwar Ibrahim. Ini lukisan 7 tahun dâ€¦,0,1,0,0,neutral
['1595809456860037120'],,2022-11-24T15:59:57.000Z,"RT @BiLLRaY2019: PM Malaysia Anwar Ibrahim ditelpon Presiden Jokowi

Tahniah Datuk Anwar Ibrahim...Perdana Menteri  Malaysia ke 10 https://â€¦",0,0.855,0.145,0.5994,positive
['1595809456780357639'],,2022-11-24T15:59:57.000Z,"RT @farhanzulkefly: Korang tahu tak ada kelab nama Anwar Ibrahim Club atau dipanggil AIC?

Mamat ni lah yang tubuhkan dulu bersama rakan-raâ€¦",0.07,0.831,0.099,0.2263,positive
['1595809456532914176'],,2022-11-24T15:59:57.000Z,"RT @AbdMalekHussin: Anwar Ibrahim angkat sumpah sebagai Perdana Menteri hari ini.

Misi utama aku dalam perjuangan gerakan Reformasi sejakâ€¦",0.095,0.905,0,-0.3182,negative
['1595809454997372928'],,2022-11-24T15:59:57.000Z,RT @ainrlynn: @anwaribrahim Ini baru Perdana Menteri..tenang dlm ucapan..jelas dlm sebutan..BM @ BI..jawapbalas dgn teliti tp nmpk kekok skâ€¦,0,0.948,0.052,0.0644,positive
['1595809447569657856'],,2022-11-24T15:59:55.000Z,"RT @thefaizzainal: Filem biopik mengisahkan tentang perjuangan Anwar Ibrahim yang akan ditayangkan pada awal tahun 2023.

Farid Kamil â€“ Anwâ€¦",0.119,0.881,0,-0.3182,negative
['1595809443299479552'],,2022-11-24T15:59:54.000Z,RT @chairman_GLC: That tingling feeling when @fahmi_fadzil addressed Anwar Ibrahim as Yang Amat Berhormat Perdana Menteri,0,0.722,0.278,0.6124,positive
['1595809442863677440'],,2022-11-24T15:59:54.000Z,RT @NoorAminAhmad: Anwar Ibrahim telah menunjukkan kita satu contoh yang luar biasa. Pemimpin yang tidak tahu erti putus asa. Pemimpin yangâ€¦,0,1,0,0,neutral
['1595809442108432384'],,2022-11-24T15:59:54.000Z,"RT @wikileaks: Watch: Julian Assange interviewed Malaysiaâ€™s then opposition leader Anwar Ibrahim, who has been sworn in as the country's neâ€¦",0,1,0,0,neutral
['1595809438027636736'],,2022-11-24T15:59:53.000Z,RT @emirsyuksel: I would like to congratulate YAB Datuk Seri Anwar Ibrahim on his appointment as the 10th Prime Minister of Malaysia. TÃ¼rkiâ€¦,0,0.778,0.222,0.6908,positive
['1595809432746995712'],,2022-11-24T15:59:52.000Z,RT @AWahidRayan1: IEA-MoFA congratulates Datoâ€™Seri Anwar Ibrahim on being elected as the Prime Minister of Malaysia and wishes him successâ€¦,0,0.922,0.078,0.1531,positive
['1595809431304163328'],,2022-11-24T15:59:51.000Z,"RT @Amrlamnnn: â€˜Saya bernasib baik kerana saya ada Wan Azizah dan anak-anak.â€™ - Anwar Ibrahim, Perdana Menteri Malaysia Ke-10 https://t.co/â€¦",0,0.859,0.141,0.4215,positive
['1595809428934385664'],,2022-11-24T15:59:51.000Z,RT @usembassykl: Congratulations to Anwar Ibrahim on his election as Malaysiaâ€™s 10th Prime Minister. U.S. Embassy Kuala Lumpur looks forwarâ€¦,0,0.83,0.17,0.5994,positive
['1595809428896645121'],,2022-11-24T15:59:51.000Z,"RT @julio_teh: Beside every great man is a great women who stands equally beside him as a pillar of strength, support &amp; love â€” empowering,â€¦",0,0.522,0.478,0.9601,positive
['1595809425121767424'],,2022-11-24T15:59:50.000Z,"RT @olympicmas: Presiden, Majlis Eksekutif dan Lembaga Eksekutif MOM mengucapkan setinggi-tinggi tahniah kepada Y.A.B. Datoâ€™ Seri Anwar Ibrâ€¦",0,0.718,0.282,0.7096,positive
['1595809421695025153'],,2022-11-24T15:59:49.000Z,"RT @brgsjks: Saya tidak akan tolak ansur sama sekali dengan rasuah. - Anwar Ibrahim, 2022.",0.142,0.858,0,-0.2057,negative
['1595809417538113536'],,2022-11-24T15:59:48.000Z,"RT @sadhosays: See, I get that you all love Nurul Izzah but asking Anwar Ibrahim to now appoint her, who is his daughter and whom the voterâ€¦",0,0.909,0.091,0.3818,positive
['1595809415621677057'],,2022-11-24T15:59:48.000Z,"RT @TxtdariHI: PM Malaysia, Anwar Ibrahim menerima ucapan selamat dari Pres. Jokowi setelah resmi dilantik menjadi PM Malaysia ke-10.

Indoâ€¦",0,0.843,0.157,0.5994,positive
['1595809415575134210'],,2022-11-24T15:59:48.000Z,"RT @farhanzulkefly: Menangis wehh tengok video ni. Ini team dan staff Anwar Ibrahim. Setia bersama Anwar bertahun-tahun.

Aku ingat lagi saâ€¦",0.154,0.846,0,-0.4767,negative
['1595809415416147968'],,2022-11-24T15:59:47.000Z,"RT @CurtisSChin: A RT for the occasion. Now that was a dinner. Congrats, Prime Minister Anwar Ibrahim @anwaribrahim! #AtLast. #Malaysiaâ€™s 1â€¦",0,0.844,0.156,0.5707,positive
['1595809414824742914'],,2022-11-24T15:59:47.000Z,RT @NewsBFM: Anwar Ibrahim says the Deputy Prime Minister post is usually awarded to the strongest components that make up the government.â€¦,0,0.781,0.219,0.6808,positive
['1595809413411278850'],,2022-11-24T15:59:47.000Z,"RT @ibrahimsaninet: Pendidikan PM Malaysia
1. TAR - Cambridge
2. Tun Razak - Raffles College
3. Tun Hussein - Indian Military Academy
4. Tuâ€¦",0,1,0,0,neutral
['1595809409581559809'],,2022-11-24T15:59:46.000Z,Malaysia (10th Prime Minister Version) (Anwar Ibrahimâ€™s Version) ðŸ‡²ðŸ‡¾  #AnwarMyPM #AnwarPM10 https://t.co/XSPbXK78eX,0,1,0,0,neutral
['1595809406016696320'],,2022-11-24T15:59:45.000Z,"RT @SyafaatNasir: Benda pertama yang Anwar Ibrahim kena buat ialah umum cuti kepada rakyat. Dan benda kedua, potong gaji sebagai Perdana Meâ€¦",0.068,0.844,0.088,0.1531,positive
['1595809403760152582'],,2022-11-24T15:59:45.000Z,"RT @TIME: Malaysiaâ€™s King has named reformist opposition leader Anwar Ibrahim as the countryâ€™s Prime Minister, ending days of uncertaintiesâ€¦",0,1,0,0,neutral
['1595809403726594049'],,2022-11-24T15:59:45.000Z,"RT @bernamadotcom: PM Lee congratulates Malaysia's new PM Anwar Ibrahim 

https://t.co/ZNlBBJ1Yfz https://t.co/eOHTEeWM7D",0,1,0,0,neutral
['1595809402896125952'],,2022-11-24T15:59:45.000Z,RT @fmtoday: Anwar Ibrahim: from student leader to prime minister https://t.co/L9MPBZSxVo,0,1,0,0,neutral
['1595809400308248576'],,2022-11-24T15:59:44.000Z,"RT @MarsalQatar_EN: HH Sheikh @TamimBinHamad congratulates newly designated Malaysia's PM, Anwar Ibrahim ðŸ‡²ðŸ‡¾ 
#Malaysia #Doha #Qatar #Marsalâ€¦",0,1,0,0,neutral
['1595809397103816705'],,2022-11-24T15:59:43.000Z,"RT @501Awani: Berita mengenai pelantikan Datuk Seri Anwar Ibrahim sebagai Perdana Menteri ke-10 Malaysia tersebar ke seluruh dunia.
#AWANInâ€¦",0,1,0,0,neutral
['1595809396130729986'],,2022-11-24T15:59:43.000Z,RT @bukantapan: @Injang_Nation Anwar Ibrahim is PMX https://t.co/g4afxuPd9b,0,1,0,0,neutral
['1595809395069562881'],,2022-11-24T15:59:43.000Z,"RT @AbdMalekHussin: Semasa Anwar Ibrahim jadi Ketua Pembangkang, aku pernah berkali-kali mohon berundur diri. Semua ditolaknya.

Kali terakâ€¦",0.171,0.829,0,-0.5106,negative
['1595809395027255296'],,2022-11-24T15:59:43.000Z,"#GaleriFoto Datuk Seri Anwar Ibrahim mengangkat sumpah jawatan sebagai Perdana Menteri ke-10 di Istana Negara hari ini

https://t.co/jAlDpQV82P",0,1,0,0,neutral
['1595809391940628482'],,2022-11-24T15:59:42.000Z,"RT @NewsBFM: Anwar Ibrahim says the first course of action for him is to reject a salary, in order to restore the rakyatâ€™s confidence in thâ€¦",0.087,0.737,0.176,0.4215,positive
['1595809388937166848'],,2022-11-24T15:59:41.000Z,"RT @aliffnaif_: W. S. Rendra pernah menulis sajak Rajawali, khas untuk sahabatnya Anwar Ibrahim. Anwar dikiaskan sebagai burung rajawali olâ€¦",0,0.858,0.142,0.5367,positive
['1595809386882301952'],,2022-11-24T15:59:41.000Z,RT @redzuanNewsMPB: Isnin (28 Nov 2022 ) diumumkan cuti Umum -PM Anwar Ibrahim,0,0.809,0.191,0.3818,positive
['1595809386408345602'],,2022-11-24T15:59:41.000Z,"RT @JustinTWJ: Anwar Ibrahim.

Thatâ€™s the tweet. https://t.co/F08rrhLC6Y",0,1,0,0,neutral
['1595809385124618241'],,2022-11-24T15:59:40.000Z,"RT @501Awani: Lee said that he looked forward to meeting Anwar soon.

#AWANInews #AWANITonight 

https://t.co/dbPDORyMqS",0,1,0,0,neutral
['1595809384726421504'],,2022-11-24T15:59:40.000Z,"RT @Amb_Takahashi: Congratulations to YB Datoâ€™Seri Anwar Ibrahim @anwaribrahim, who has been sworn in as the 10th Prime Minister of Malaysiâ€¦",0,0.837,0.163,0.5994,positive
['1595809382230413313'],,2022-11-24T15:59:40.000Z,RT @CNBCi: Anwar Ibrahim makes history as tenth Malaysian prime minister. https://t.co/52c9Hl7Bkf https://t.co/am7krru68o,0,1,0,0,neutral
['1595809375465402368'],,2022-11-24T15:59:38.000Z,"RT @H_Bakkaniy: Dahsyat.

Taliban, Dalai Lama pun ucap tahniah pada Anwar Ibrahim.",0.237,0.763,0,-0.4767,negative
['1595809373389205504'],,2022-11-24T15:59:37.000Z,RT @pipiyapong: Sekarang dah tak hairan dah bila orang nak Anwar Ibrahim jadi PM. Yang hairannya orang yang nak sangat sangat Muhyiddin jadâ€¦,0.115,0.885,0,-0.296,negative
['1595809373053681665'],,2022-11-24T15:59:37.000Z,RT @BadBoy2662: The Anwar Ibrahim Effect. https://t.co/2CHb6X4Kd3,0,1,0,0,neutral
['1595809370474180608'],,2022-11-24T15:59:37.000Z,RT @BernamaTV: Perdana Menteri Datuk Seri Anwar Ibrahim pulang ke kediamannya di Sungai Long Kajang pada pukul 9.55 malam selepas sidang meâ€¦,0,1,0,0,neutral
['1595809368116981760'],,2022-11-24T15:59:36.000Z,RT @NewsBFM: PM Anwar Ibrahim has declared that Monday (Nov 28) will be a public holiday.,0,0.847,0.153,0.4019,positive
['1595809356205129729'],,2022-11-24T15:59:33.000Z,RT @mysumber: Tahniah diucapkan kepada YAB Dato' Seri Anwar Bin Ibrahim di atas pelantikan sebagai Perdana Menteri Malaysia Ke-10! https://â€¦,0,0.811,0.189,0.636,positive
['1595809355760553984'],,2022-11-24T15:59:33.000Z,"RT @pudseposen: Baru tengok Astro Awani tadi, stock bursa Malaysia naik selepas pengumuman Anwar Ibrahim sebagai Perdana Menteri 10 kepadaâ€¦",0,1,0,0,neutral
['1595809355550535681'],,2022-11-24T15:59:33.000Z,@RTErdogan Are you friend of Anwar Ibrahim?,0,0.652,0.348,0.4939,positive
['1595809352111521798'],,2022-11-24T15:59:32.000Z,"RT @thenamesiIove: Congratulations, Anwar Ibrahim is now Malaysia's 10th Prime Minister! ðŸŽ‰ðŸŽ‰ðŸŽ‰#MyPM https://t.co/ryx5PWlQFw",0,0.532,0.468,0.906,positive
['1595809350492508161'],,2022-11-24T15:59:32.000Z,RT @Mushi_Chai: Congratulation to Anwar Ibrahim as the 10th Prime Minister of Malaysia.,0,0.755,0.245,0.5994,positive
['1595809343886495749'],,2022-11-24T15:59:30.000Z,RT @guardian: Anwar Ibrahim: from protest leader and prisoner to Malaysiaâ€™s PM https://t.co/bhdYRliRnh,0.333,0.667,0,-0.6705,negative
['1595809343521587201'],,2022-11-24T15:59:30.000Z,Bila orang sebut2 Anwar Ibrahim ku pikirkan dicakap tu laki ku ðŸ˜‚ tula bah bangai btul nama dorang aiyaa haha,0.06,0.726,0.215,0.7096,positive
['1595809340992421890'],,2022-11-24T15:59:30.000Z,RT @NoCaptchaRobot: @amerhadiazmi Ah sudah. Anwar Ibrahim ejen kuil Tibet pulak.,0,1,0,0,neutral
['1595809338748473344'],,2022-11-24T15:59:29.000Z,RT @_nsyakinah: God made Mahathir live long enough to see Anwar Ibrahim become Prime Minister of Malaysia.,0,0.884,0.116,0.2732,positive
['1595658470644408320'],,2022-11-24T05:59:59.000Z,"RT @amerhadiazmi: YAB Perdana Menteri Malaysia, Dato Seri Anwar Ibrahim. Selamat berkhidmat.",0,1,0,0,neutral
['1595658470510202880'],,2022-11-24T05:59:59.000Z,RT @sadhosays: I like how Anwar Ibrahim didn't waste a moment to change his Twitter bio to state that he is now the 10th PM of Malaysia. htâ€¦,0,0.843,0.157,0.5903,positive
['1595658470501453825'],,2022-11-24T05:59:59.000Z,RT @FirdausAzil: Selamat berkhidmat YAB Datuk Seri Anwar Ibrahim. https://t.co/H5AYJxjIuH,0,0.684,0.316,0.5719,positive
['1595658470497583104'],,2022-11-24T05:59:59.000Z,"RT @MYuniverse_SNSD: Congratulations Anwar Ibrahim
Malaysia 10th PM! https://t.co/8BntK44pJx",0,0.656,0.344,0.636,positive
['1595658470128111616'],,2022-11-24T05:59:59.000Z,"RT @NewsBFM: BREAKING: Anwar Ibrahim has been named Malaysiaâ€™s 10th Prime Minister. 

Istana Negara says the swearing-in ceremony will be hâ€¦",0,1,0,0,neutral
['1595658469994291200'],,2022-11-24T05:59:59.000Z,"RT @malaysiakini: BREAKING | Anwar Ibrahim has been confirmed as Malaysia's 10th prime minister. 

The swearing-in ceremony is set to takeâ€¦",0,1,0,0,neutral
['1595658469927190529'],,2022-11-24T05:59:59.000Z,"RT @staronline: Loud cheers were heard from Datuk Seri Anwar Ibrahimâ€™s office at Bukit Gasing, after Istana Negara announced that the Pakatâ€¦",0,0.876,0.124,0.4767,positive
['1595658469788749825'],,2022-11-24T05:59:59.000Z,"RT @redzuanNewsMPB: Anwar Ibrahim dilantik sebagai PM ke-10 : Istana Negara

Angkat sumpah 5 petang ini.",0,1,0,0,neutral
['1595658469381926913'],,2022-11-24T05:59:59.000Z,RT @Marchfoward: YB Datuk Seri Anwar Ibrahim akan mengangkat sumpah sebagai PM Malaysia ke 10 Jam 5 Petang ini di Istana Negara,0,1,0,0,neutral
['1595658469335785472'],,2022-11-24T05:59:59.000Z,"RT @iampriscyy: Finallyyyy, from now onward he will be called as Malaysia's 10th Prime Minister Datuk Seri Anwar Ibrahim ðŸ«¶ðŸ½ðŸ”¥ðŸ”º #PM10malaysiaâ€¦",0.079,0.921,0,-0.34,negative
['1595658469235109888'],,2022-11-24T05:59:59.000Z,"RT @ibrahimsaninet: Tempoh PM Malaysia (hari)
1. Tunku Abdul Rahman 4,767
2. Tun Razak 1,939
3. Tun Hussein 2,007
4. Tun Mahathir 1st 8,136â€¦",0,1,0,0,neutral
['1595658468840464385'],,2022-11-24T05:59:59.000Z,"RT @AbdMalekHussin: Anwar Ibrahim isytihar, jika menjadi Perdana Menteri, dia tak akan ambil gaji PM, kurangkan bilangan Menteri dan potongâ€¦",0.077,0.876,0.047,-0.2023,negative
['1595658468735721472'],,2022-11-24T05:59:59.000Z,"RT @nylahuda: BREAKING: After two decades as opposition leader, Anwar Ibrahim is finally named Malaysiaâ€™s 10th Prime Minister.",0,1,0,0,neutral
['1595658468463370240'],,2022-11-24T05:59:59.000Z,RT @fmtoday: TERKINI: Anwar Ibrahim dilantik sebagai Perdana Menteri,0,1,0,0,neutral
['1595658468429819905'],,2022-11-24T05:59:59.000Z,RT @Independent: BREAKING | Anwar Ibrahim appointed as Malaysiaâ€™s next prime minister https://t.co/rAPtQOccVo,0,1,0,0,neutral
['1595658468383678464'],,2022-11-24T05:59:59.000Z,RT @ijaicool: CONFIRMED: Putrajaya FC have reached full agreement to sign Anwar Ibrahim from Pakatan Harapan. Heâ€™s gonna be the new Prime Mâ€¦,0,0.82,0.18,0.5574,positive
['1595658468270440450'],,2022-11-24T05:59:59.000Z,"RT @NST_Online: #NSTnation The King has consented to Datuk Seri Anwar Ibrahim, the Tambun member of Parliament, as the 10th Prime Minister.â€¦",0,1,0,0,neutral
['1595658468031352835'],,2022-11-24T05:59:59.000Z,RT @brgsjks: Anwar Ibrahim dilantik sebagai PM ke-10 : Istana Negara. 5 petang. https://t.co/zZ72FnHC9A,0,1,0,0,neutral
['1595658468014567424'],,2022-11-24T05:59:59.000Z,RT @ProfSaadiah: Anwar Ibrahim top 50 rulers and politicians in Top 500 Most Influential Muslims in the World .. along side world leaders lâ€¦,0,0.756,0.244,0.6997,positive
['1595658467200540677'],,2022-11-24T05:59:59.000Z,"RT @Marchfoward: RASMI

YB Datuk Seri Anwar Ibrahim dilantik sebagai PM Malaysia ke 10 https://t.co/GIEh8G09HJ",0,1,0,0,neutral
['1595658467011796992'],,2022-11-24T05:59:59.000Z,RT @staronline: JUST IN: The King has consented to appoint Datuk Seri Anwar Ibrahim as Malaysia's 10th PM.,0,1,0,0,neutral
['1595658466307485696'],,2022-11-24T05:59:58.000Z,"RT @mkini_bm: Akhirnya, Anwar Ibrahim sah jadi PM https://t.co/0OM22DVoE2",0,0.851,0.149,0.1027,positive
['1595658466269753344'],,2022-11-24T05:59:58.000Z,RT @ibrahimsaninet: Palace: Anwar Ibrahim is Malaysiaâ€™s 10th Prime Minister https://t.co/aTNbUOtVIR,0,1,0,0,neutral
['1595658464730443777'],,2022-11-24T05:59:58.000Z,RT @Sulovebossss: Anwar Ibrahim à¹„à¸”à¹‰à¹€à¸›à¹‡à¸™à¸™à¸²à¸¢à¸à¸¡à¸²à¹€à¸¥à¹€à¸‹à¸µà¸¢à¹à¸¥à¹‰à¸§ à¹‚à¸”à¸¢à¸ˆà¸°à¹€à¸›à¹‡à¸™à¸™à¸²à¸¢à¸à¸£à¸±à¸à¸¡à¸™à¸•à¸£à¸µà¸„à¸™à¸—à¸µà¹ˆ 10 à¸‚à¸­à¸‡à¸¡à¸²à¹€à¸¥à¹€à¸‹à¸µà¸¢à¹à¸¥à¸°à¸ˆà¸°à¹€à¸‚à¹‰à¸²à¸§à¸±à¸‡à¸žà¸£à¸°à¸£à¸²à¸Šà¸§à¸±à¸‡à¹à¸«à¹ˆà¸‡à¸Šà¸²à¸•à¸´à¹€à¸žà¸·à¹ˆà¸­à¸›à¸à¸´à¸à¸²à¸“à¸•à¸™â€¦,0,1,0,0,neutral
['1595658464545878016'],,2022-11-24T05:59:58.000Z,"RT @BloombergAsia: BREAKING: Veteran opposition leader Anwar Ibrahim will become Malaysiaâ€™s new prime minister after decades of waiting
httâ€¦",0,1,0,0,neutral
['1595658463778344961'],,2022-11-24T05:59:58.000Z,RT @MelGohCNA: Breaking : Anwar Ibrahim is the 10th PM of Malaysia .  Heâ€™s expected to arrive at national palace at 5 pm for the swearing iâ€¦,0.071,0.929,0,-0.25,negative
['1595658462280622080'],,2022-11-24T05:59:57.000Z,"RT @KhairilAnuar: Bodoh sial Annuar Musa terang-terang bagitau Muhyiddin bagi berpuluh juta untuk bantu UMNO.

Anwar Ibrahim kalau jadi PM1â€¦",0.124,0.772,0.104,-0.128,negative
['1595658462251270144'],,2022-11-24T05:59:57.000Z,RT @BBCWorld: Anwar Ibrahim named Malaysian PM after post-election crisis https://t.co/f7UZMeIm21,0.291,0.709,0,-0.6249,negative
['1595658462150549504'],,2022-11-24T05:59:57.000Z,"Alhamdulillahâ€¦

[LAPOR LANGSUNG] Pasca PRU15: Anwar Ibrahim Perdana Menteri ke-10 https://t.co/IEWzs8wS2e",0,0.8,0.2,0.3612,positive
['1595658461831839744'],,2022-11-24T05:59:57.000Z,RT @lady_bugg11: [TERKINI] Agong berkenan melantik Datuk Seri Anwar Ibrahim sebagai Perdana Menteri ke-10 - Istana Negara https://t.co/rfDMâ€¦,0,0.873,0.127,0.4404,positive
['1595658461047508992'],,2022-11-24T05:59:57.000Z,"RT @luqmanhriz: Perdana Menteri Malaysia Ke-10, Datuk Seri Anwar Ibrahim. https://t.co/cdWVAhciRx",0,1,0,0,neutral
['1595658460024434689'],,2022-11-24T05:59:57.000Z,RT @jd07__: OMMALEY ANWAR IBRAHIM WILL BE SWORN IN AS MALAYSIA'S 10TH PRIME MINISTER THIS EVENING: https://t.co/xnkjyriQdW,0,1,0,0,neutral
['1595658470191079425'],,2022-11-24T05:59:59.000Z,"RT @arcticdhiia_: Our vote was not wasted! Alhamdulillah ðŸ¤²ðŸ»ðŸ”º
 #UndiHarapan #AnwarMyPM #htj #adamadli #PRU15 https://t.co/hwDB5s3oC2",0.105,0.895,0,-0.2746,negative
['1595658468899590145'],,2022-11-24T05:59:59.000Z,"RT @bernamadotcom: ðŸ“Œ lstiadat Mengangkat Sumpah Perdana Menteri ke-10 dijadual 5 petang ini di lstana Negara - Istana Negara

ðŸ“Œ Agong berkeâ€¦",0,1,0,0,neutral
['1595658466588528640'],,2022-11-24T05:59:58.000Z,"Anwar besok masuk ofis be like :

#PM10malaysia #PRU15 https://t.co/kQk60lEUT3",0,0.783,0.217,0.3612,positive
['1595658457151000576'],,2022-11-24T05:59:56.000Z,"RT @501Awani: Istiadat angkat sumpah akan diadakan pukul 5 petang ini di Istana Negara.

https://t.co/Bdp7NJdZTL

#AWANInews #AWANI745 #PRUâ€¦",0.1,0.9,0,-0.25,negative
['1595658454299209728'],,2022-11-24T05:59:56.000Z,RT @sinardailymy: The deadlock has been broken. The post-election limbo plaguing the country over the past six days is no more as Malaysiaâ€¦,0.278,0.722,0,-0.7717,negative
['1595658453711982593'],,2022-11-24T05:59:55.000Z,RT @OrenjiRenOren: Yang di-Pertuan Agong telah perkenan melantik Datuk Seri @anwaribrahim sebagai Perdana Menteri Malaysia Ke-10 selaras deâ€¦,0,1,0,0,neutral
['1595658452579553280'],,2022-11-24T05:59:55.000Z,"RT @501Awani: Justeru, Yang di-Pertuan Agong mengingatkan bagaikan biduk lalu, kiambang bertaut, hulurkan tangan antara satu dengan yang laâ€¦",0,0.759,0.241,0.6908,positive
['1595658442945228801'],,2022-11-24T05:59:53.000Z,"RT @bernamadotcom: TERKINI (Setakat 1:35 petang)

Agong berkenan melantik Datuk Seri Anwar Ibrahim sebagai Perdana Menteri ke-10 - Istana Nâ€¦",0,0.888,0.112,0.4404,positive
['1595658421910777861'],,2022-11-24T05:59:48.000Z,"RT @FlyFM958: Congratulations to the appointed 10th Prime Minister of Malaysia, YB Datoâ€™Seri Anwar Ibrahim! ðŸŽ‰ðŸ¥³

#FlyFM #GE15 #SuaraSemasaPRâ€¦",0,0.667,0.333,0.8588,positive
